,label,text,category
8570,neutral,@JetBlue is it true there's a new A320 livery and a new website...?!,0
7770,neutral,@JetBlue status of flight 684 from MCO to LGA tomorrow?,0
8040,neutral,@JetBlue well mine sure aren't anything to write home about!,0
240,neutral,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,0
3860,neutral,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!",0
8996,neutral,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany",0
1338,neutral,"@united basically, I need to leave from Hawaii Late Flight evening (midnight) and get back to Philly Late Flight Monday night. Most trips get me in Tues",0
4780,neutral,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy,0
5489,neutral,"@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons",0
4957,neutral,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,0
4635,neutral,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,0
2474,neutral,@united I was just calling the Global Services help desk so via phone.,0
3467,neutral,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,0
12915,neutral,@AmericanAir See photo of B787 scale model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/kfD4WQRkLW,0
7884,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,0
13793,neutral,@AmericanAir flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,0
2998,neutral,@united past,0
2553,neutral,@united now arrives LAX @ 8:03 am,0
13791,neutral,@AmericanAir Thank you for the response.  When I book I've tried my AA number and my US Airways number and each time it doesn't pick it up,0
11891,neutral,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",0
8697,neutral,"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",0
2131,neutral,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,0
13132,neutral,@AmericanAir no. Prebook flight for wife's 40th bday in NO. I recently have had surgery and can't travel. Won't let another go in my place,0
9256,neutral,@USAirways just now but no general announcement,0
12228,neutral,@AmericanAir um. down south has snow too #ATL,0
3008,neutral,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,0
7869,neutral,"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?",0
5310,neutral,@SouthwestAir can you follow and we'll proceed?,0
7687,neutral,@JetBlue I will when I land.,0
7703,neutral,@JetBlue I would love to Fort Lauderdale now that would cool.,0
2956,neutral,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",0
12634,neutral,@AmericanAir sent,0
5565,neutral,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,0
6510,neutral,@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️,0
4647,neutral,@SouthwestAir continues to prove to be the best airlines 💪,0
241,neutral,@virginamerica spruce moose!,0
6052,neutral,@SouthwestAir okay just signed up!,0
431,neutral,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,0
11169,neutral,"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl",0
7459,neutral,@JetBlue hope so! looks nice and warm in San Juan 🌴,0
5465,neutral,"@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",0
8918,neutral,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,0
2229,neutral,@united could really use your help getting our bags at IAD. We're headed to YOW but now going to YXU,0
2475,neutral,"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",0
7456,neutral,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,0
10896,neutral,"@USAirways 5223 out of Gainesville, FL",0
11823,neutral,@USAirways How can I change without penalty and not have to call customer service,0
5329,neutral,@SouthwestAir when does today's scavenger hunt start? I'm trying to help my little brother win! #DestinationDragons,0
6961,neutral,@JetBlue what's good with a Miami terminal?,0
50,neutral,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",0
9057,neutral,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,0
12367,neutral,@AmericanAir please can you tell me why DFW has a weather advisory and RDU does not? the entire state of NC has shut down from ice &amp; snow!,0
12719,neutral,@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,0
14505,neutral,@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,0
8492,neutral,@JetBlue I have many allergies and want to know if I can bring an 8oz. bottle of Benadryl on the flight along with my 2 epipens?,0
8163,neutral,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,0
3196,neutral,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb",0
725,neutral,@united keep me updated. Let me know that the bags make the flight to j-burg,0
652,neutral,@united yes please! Trying to get to POP- in Newark now....,0
7864,neutral,"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",0
13321,neutral,"@AmericanAir two were non revs, right?",0
1158,neutral,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",0
4858,neutral,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,0
692,neutral,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,0
4404,neutral,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,0
3651,neutral,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",0
7930,neutral,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,0
6500,neutral,@SouthwestAir iiiii need help with my flight schedule!!! haha,0
5559,neutral,@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,0
7361,neutral,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,0
11229,neutral,@USAirways good ideas...she is traveling today...at airport.  Need to petition faa regarding silly 24 name change rule.,0
7860,neutral,@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr,0
5618,neutral,"@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?",0
11157,neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl",0
3711,neutral,"@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint, just an observation.",0
400,neutral,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,0
5515,neutral,@SouthwestAir how can customers get in touch with you internationally from Mexico for lost baggage,0
11153,neutral,"THE END: RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9",0
8295,neutral,@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,0
472,neutral,.@VirginAmerica I heard he has a virgin mobile hotspot ;),0
1201,neutral,@united please see dm!!,0
4854,neutral,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,0
7170,neutral,@JetBlue no. come on.,0
286,neutral,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,0
6978,neutral,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",0
13051,neutral,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,0
7998,neutral,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,0
5641,neutral,"@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air.",0
3542,neutral,@united done as requested.,0
6586,neutral,"@SouthwestAir  Tried to DM you, it won't let me as it says you are not following me.",0
6030,neutral,@SouthwestAir Whats up with flight 4464 Ft myers to milwaukee???,0
7979,neutral,@JetBlue so what about California,0
10454,neutral,@USAirways message me if you want to issue a refund so someone else can use my seats tomorrow AM #flightCancelled Flighted #custservicehasnonumber,0
631,neutral,"@united I guess that's too much ask, huh?",0
9352,neutral,@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,0
11911,neutral,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,0
318,neutral,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,0
12663,neutral,@AmericanAir yes....twice...for two different flights and occasions,0
9168,neutral,@USAirways  My tweet gets me a response to email dmsc@usairways.com,0
5992,neutral,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets",0
3530,neutral,"@united KOA-LAX should have fresh food service, right?",0
629,neutral,"@united bet you wont honour them, like mine ey",0
7585,neutral,@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC,0
4929,neutral,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,0
6407,neutral,"@SouthwestAir can u better define the ""plus one smaller type"" item on carry on requirements?.. small backpacks?",0
11530,neutral,@USAirways last name Pordes,0
612,neutral,@united thanks for the info I already knew...,0
6951,neutral,@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?,0
14438,neutral,@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?,0
8327,neutral,"@JetBlue my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.",0
5444,neutral,"@SouthwestAir Hey there, can you follow us so we can DM you a question :) 😁",0
6990,neutral,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/,0
4376,neutral,@SouthwestAir what is the status of the bag check area at FFL?,0
7568,neutral,@JetBlue and ask she load the bag for my flight,0
8019,neutral,@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?,0
8627,neutral,@JetBlue are you ever looking for interns ?,0
11125,neutral,@USAirways Is $99 companion ticket benefit of Premier World MasterCard still limited to USAirways flights or do AA now qualify as well?,0
3203,neutral,@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,0
14183,neutral,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?,0
6241,neutral,@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆,0
6103,neutral,@SouthwestAir do new flights come out at midnight?,0
12893,neutral,@AmericanAir You guys are the talk of the Americans down here in Ecuador! Read this! https://t.co/5ON3KlzVMT,0
4628,neutral,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,0
3635,neutral,@united Flight 280,0
528,neutral,"@united yes, a paper voucher that I got on January 26th 2015",0
12183,neutral,@americanair I sure do. I'm running version 3.10.0,0
1673,neutral,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,0
10537,neutral,@USAirways How does flight 680 look? I'm hearing about Cancelled Flightled departures from @Reagan_Airport and I'm about to head into it,0
11291,neutral,@USAirways please follow me so I can DM you about something,0
7004,neutral,YASSSSS. Da Fuccc- RT @JetBlue: Our fleet's on fleek. http://t.co/oAJ5mnuchA,0
7599,neutral,@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,0
8603,neutral,@JetBlue nope. Currently sitting at my gate.,0
5809,neutral,@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,0
7819,neutral,@JetBlue I can't call right now. My baby just fell asleep.,0
6014,neutral,@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,0
8956,neutral,@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?,0
6915,neutral,@JetBlue ok is I hope thy the Bahamas next,0
5047,neutral,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,0
12567,neutral,@AmericanAir - Reference number to this request: 1-3001408092,0
2296,neutral,@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,0
3415,neutral,@united you need to follow me I order for me to DM....,0
11307,neutral,@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?,0
6236,neutral,@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb,0
6144,neutral,@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!,0
12655,neutral,@AmericanAir the Late Flightst usair4603. Earlier 4591,0
3428,neutral,@united yes when I landed.,0
12782,neutral,"@AmericanAir upgraded to 1st class. Inquired about red wine.  ""Sauvignon blanc &amp; I can't pronounce the other one.""  Couldn't describe...",0
8117,neutral,@JetBlue no. Did not catch his name. I am sure Jason will know.,0
6255,neutral,“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,0
7113,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/MB0hVfqB1t”-see what ihop started 😑,0
951,neutral,"@united yes, after this awful weather it appears I can get home",0
7776,neutral,@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?,0
13626,neutral,@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees,0
8338,neutral,@JetBlue Sent my suggestion and comments via the link provided..,0
8800,neutral,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",0
4732,neutral,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",0
6008,neutral,@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,0
12298,neutral,"@AmericanAir I can DM it to you, if you follow me",0
10171,neutral,@USAirways but need to confirm please help,0
12899,neutral,@AmericanAir Flight Get Me Out Of Chicago.,0
12774,neutral,@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in,0
8527,neutral,@JetBlue I'd go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward,0
11146,neutral,@USAirways can you DM me &amp; add me to the upgrade list for a flt tonight?,0
10848,neutral,@USAirways what is your policy around bringing a breast pump on board?,0
14190,neutral,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?,0
10790,neutral,@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?,0
535,neutral,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,0
8880,neutral,"@JetBlue do they have to depart from Washington, D.C.??",0
11465,neutral,@USAirways how do you give stand by seats to ticketed passengers who you know have a connecting flight ?,0
1899,neutral,@united can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,0
2008,neutral,@united Thanks!  Good to know.,0
9793,neutral,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,0
3900,neutral,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform,0
12260,neutral,@AmericanAir do you offer group pricing discounts by any chance?,0
6765,neutral,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,0
3853,neutral,@united You please do not burn my dreams !!!  #burningman tickets sales today.,0
2603,neutral,"@united @SCVPools 
Please call me at 310-795-2210.",0
13997,neutral,@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,0
2418,neutral,@united same flight number different flight. I'm heading to MPLS,0
12135,neutral,@AmericanAir These birds could fly to South America for example #Argentina,0
571,neutral,@united 6533 ORD to DCA,0
12453,neutral,@AmericanAir record number is BPDFPP.,0
6183,neutral,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,0
11797,neutral,@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough,0
3647,neutral,@united what happened to flight status map? It was so cool..,0
2698,neutral,@united landing in Chicago - saw it once we were already airborne.,0
6355,neutral,@SouthwestAir so was there a winner for #DestinationDragons ???,0
3040,neutral,@united Will do! Thanks!,0
8043,neutral,@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P,0
4845,neutral,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,0
1866,neutral,@united pls follow for DM,0
13271,neutral,@AmericanAir Lost black wallet at #DallasAirport.I was on flight 2208 to CLE.Would appreciate ur help. Last I used it at @Starbucks on A20.,0
6577,neutral,@SouthwestAir needs to offer a college student discount so i can fly home 😭😭,0
3221,neutral,@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,0
4524,neutral,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,0
14294,neutral,@AmericanAir a guy try right...,0
11531,neutral,@USAirways tell reservations to rebook me from 5080 to 5129,0
7377,neutral,@JetBlue that wasn't delayed or cabcelled,0
4919,neutral,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,0
8270,neutral,"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold",0
6638,neutral,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!,0
11055,neutral,@USAirways we got our bags today. Thanks!,0
10821,neutral,@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn,0
12924,neutral,@AmericanAir 3127. Just landed in LIT.,0
5442,neutral,"@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh",0
5914,neutral,"@SouthwestAir Don't worry, you will! :-)",0
4757,neutral,@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime,0
6792,neutral,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,0
7200,neutral,@JetBlue I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...,0
100,neutral,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,0
12480,neutral,@AmericanAir Flight 1679 (N76200) prepares for flight at @FlyTPA before departing for @fly2ohare http://t.co/XbKvcraOKn,0
54,neutral,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,0
6455,neutral,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d,0
7202,neutral,@JetBlue I would like the actual email address so I can follow up. thank you.,0
2150,neutral,@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.,0
3390,neutral,"@united no, I have a pricey Chase Mileage Plus CC.",0
11803,neutral,@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,0
2143,neutral,@united we will be at the airport first thing in the morning,0
3517,neutral,@united next day,0
6834,neutral,@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,0
8074,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,0
4749,neutral,@SouthwestAir didn't realize no clothes until at hotel - suggestions?,0
6066,neutral,@SouthwestAir are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?,0
8915,neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,0
2071,neutral,@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,0
3810,neutral,@united How much is baggage check for International flights?,0
8299,neutral,@JetBlue Just sent it,0
13191,neutral,@AmericanAir need help on a reservation. Can you follow so that I can DM details? Thanks!,0
9384,neutral,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?",0
3378,neutral,@united DM the conf # to you - did you receive it?,0
7163,neutral,"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",0
3144,neutral,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",0
2504,neutral,@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!,0
7739,neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC,0
6803,neutral,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊",0
6705,neutral,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,0
12846,neutral,@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.,0
818,neutral,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,0
8499,neutral,@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6,0
3366,neutral,@united online inchecking able in the Netherlands (ams)?,0
4472,neutral,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",0
8866,neutral,"@JetBlue I would fly to Washington  DC to see the actual Constitution  and the Declaration of Independence, in honor of a US Navy friend.",0
7062,neutral,@JetBlue .. { it's all a320's right?},0
5777,neutral,@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons,0
175,neutral,@VirginAmerica I'd love to know what your policy is for damaged luggage.,0
8532,neutral,@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?,0
8021,neutral,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,0
6972,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ,0
5787,neutral,@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆,0
2249,neutral,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines,0
5402,neutral,@SouthwestAir Can I book a flight on my own and get reimbursed by you?,0
12070,neutral,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,0
1830,neutral,@united tried that. Cannot figure out where to go to get it.,0
5995,neutral,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",0
14464,neutral,@AmericanAir  2 hours to be answered on a call?,0
1858,neutral,@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,0
3398,neutral,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",0
7690,neutral,@JetBlue do bags still fly for free anymore?,0
5649,neutral,@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,0
1563,neutral,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",0
9345,neutral,@USAirways I'm shutting my data off for the flight. I want some response by the time I land.  You have 2 hours.,0
8541,neutral,@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2,0
551,neutral,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",0
7874,neutral,@JetBlue do you have a waiver for NY weather today?,0
5904,neutral,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,0
10794,neutral,@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.,0
6300,neutral,@SouthwestAir when are you opening the flights beyond august 7th???,0
525,neutral,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",0
4150,neutral,@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,0
11756,neutral,"@USAirways Would love to combine AA and USAir accts. Unfortunately, one has my middle name &amp; one has middle initial. Won't allow change",0
10764,neutral,@USAirways How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?,0
7028,neutral,but why RT @JetBlue: Our fleet's on fleek. http://t.co/W0HOAewhwS,0
13352,neutral,@AmericanAir Any way that we could look at other options for today?,0
2101,neutral,@united Pick,0
5866,neutral,@SouthwestAir yes please,0
4485,neutral,^CB how do you know? @SouthwestAir,0
2025,neutral,@united need help. Never got tickets. Conf #ggqzqd,0
7934,neutral,@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,0
11509,neutral,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?,0
11023,neutral,"@USAirways but it's not their fault, because their policy says they at least got us to our destination. Really?",0
492,neutral,@VirginAmerica Can you give me Silver Status for 12 months?,0
4953,neutral,@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,0
1906,neutral,@united same day flights,0
8157,neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t,0
10825,neutral,@USAirways absolutely,0
3026,neutral,@united I need a customer service manager to contact me please,0
9560,neutral,@USAirways @AmericanAir I need to move a reservation due to weather in the middle part of the U.S.  I would like to change departing airport,0
10609,neutral,"@USAirways we're glad to hear it. Out of curiosity, what causes such flight patterns?",0
7091,neutral,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,0
12190,neutral,@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx,0
13837,neutral,"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you",0
3925,neutral,"@united Hi, I read there are weather warnings on the East Coast of the US. Would a flight from LHR to SFO be affected?",0
5564,neutral,@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons,0
13761,neutral,@AmericanAir 48 hours and still no bag. Could have flown to Costa Rica and back by now. I had gifts for my family in my bags.,0
8013,neutral,@JetBlue @hanneslohmann cool,0
5936,neutral,"@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",0
6659,neutral,@SouthwestAir @gruber Finally.,0
9011,neutral,@USAirways any travel advisory coming for the Carolinas?  Bad weather!,0
2295,neutral,@united - any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ...,0
3023,neutral,@united Who can I contact about requesting a charity donation? #ThankYou,0
9471,neutral,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?,0
46,neutral,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,0
4355,neutral,@SouthwestAir Just DMed you my confirmation number.,0
11539,neutral,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",0
5695,neutral,@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,0
2363,neutral,@united So what's allowed or what's not allowed to be carried in my checked baggage?,0
7494,neutral,@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,0
10336,neutral,@USAirways in a few weeks,0
